Date,Open,High,Low,Close,Adj Close,Volume,dhia,tty
2010-08-30,3.94,4.038,3.9219999999999997,3.9739999999999998,3.9739999999999998,3664000,0.1160000000000001,1.0248730964467005
2010-08-31,3.932,3.958,3.866,3.8960000000000004,3.8960000000000004,1005500,0.09200000000000008,1.0066124109867753
2010-09-01,3.924,4.138,3.92,4.09,4.09,2474500,0.218,1.0545361875637105
2010-09-02,4.074,4.248,4.062,4.212,4.212,2435500,0.18599999999999994,1.0427098674521356
2010-09-03,4.1739999999999995,4.26,4.132,4.21,4.21,2173000,0.1280000000000001,1.020603737422137
2010-09-07,4.122,4.2,4.1,4.1080000000000005,4.1080000000000005,1217000,0.10000000000000052,1.0189228529839884
2010-09-08,4.132,4.19,4.12,4.18,4.18,1442000,0.07000000000000027,1.0140367860600195
2010-09-09,4.2,4.21,4.138,4.1419999999999995,4.1419999999999995,1881000,0.07200000000000006,1.0023809523809524
2010-09-10,4.15,4.186,3.952,4.034,4.034,1933000,0.234,1.0086746987951807
2010-09-13,4.178,4.18,4.1,4.144,4.144,1804000,0.08000000000000007,1.0004786979415987
2010-09-14,4.1080000000000005,4.32,4.106,4.224,4.224,3273500,0.2140000000000004,1.0516066212268744
2010-09-15,4.196000000000001,4.4,4.158,4.396,4.396,3423000,0.242,1.0486177311725453
2010-09-16,4.43,4.632,4.168,4.188,4.188,13422500,0.4639999999999995,1.0455981941309256
2010-09-17,4.204,4.263999999999999,3.96,4.046,4.046,5992500,0.3040000000000003,1.0142721217887725
2010-09-20,4.1339999999999995,4.27,4.032,4.212,4.212,4737500,0.23799999999999955,1.0328979196903725
2010-09-21,4.178,4.31,4.1339999999999995,4.154,4.154,3980000,0.17599999999999927,1.0315940641455241
2010-09-22,4.1739999999999995,4.19,3.96,3.9739999999999998,3.9739999999999998,4814500,0.23000000000000045,1.003833253473886
2010-09-23,3.978,4.0280000000000005,3.9,3.912,3.912,3340500,0.12799999999999967,1.012569130216189
2010-09-24,3.99,4.038,3.93,4.02,4.02,2894500,0.1080000000000001,1.0120300751879698
2010-09-27,4.08,4.162,4.01,4.106,4.106,2093000,0.15200000000000016,1.0200980392156862
2010-09-28,4.208,4.298,4.152,4.28,4.28,6072500,0.1459999999999999,1.0213878326996197
2010-09-29,4.238,4.406000000000001,4.226,4.396,4.396,9846500,0.17999999999999972,1.0396413402548372
2010-09-30,4.4,4.43,4.038,4.082,4.082,10979000,0.39199999999999946,1.0068181818181816
2010-10-01,4.138,4.15,4.062,4.12,4.12,2988500,0.08800000000000008,1.0028999516674724
2010-10-04,4.086,4.234,4.06,4.198,4.198,3218000,0.17400000000000038,1.0362212432697013
2010-10-05,4.23,4.256,4.202,4.224,4.224,1660000,0.05400000000000027,1.0061465721040188
2010-10-06,4.212,4.252,4.064,4.092,4.092,1567000,0.18799999999999967,1.0094966761633428
2010-10-07,4.114,4.128,4.0680000000000005,4.086,4.086,705000,0.0600000000000005,1.0034030140982013
2010-10-08,4.086,4.158,4.078,4.086,4.086,1339000,0.08000000000000007,1.0176211453744493
2010-10-11,4.088,4.14,4.013999999999999,4.048,4.048,856000,0.12599999999999945,1.0127201565557729
2010-10-12,4.04,4.056,4.006,4.048,4.048,1220000,0.049999999999999815,1.003960396039604
2010-10-13,4.128,4.17,4.072,4.1080000000000005,4.1080000000000005,1591000,0.09799999999999986,1.010174418604651
2010-10-14,4.2,4.206,4.08,4.15,4.15,1474000,0.12600000000000033,1.0014285714285716
2010-10-15,4.178,4.18,4.05,4.1080000000000005,4.1080000000000005,1423500,0.1299999999999999,1.0004786979415987
2010-10-18,4.104,4.128,4.044,4.046,4.046,814000,0.08400000000000052,1.0058479532163742
2010-10-19,4.04,4.082,4.0,4.01,4.01,1226000,0.08199999999999985,1.0103960396039604
2010-10-20,4.032,4.138,4.008,4.13,4.13,1562500,0.1299999999999999,1.0262896825396826
2010-10-21,4.122,4.19,4.09,4.15,4.15,2085500,0.10000000000000052,1.0164968461911694
2010-10-22,4.136,4.186,4.11,4.144,4.144,805500,0.07599999999999962,1.0120889748549322
2010-10-25,4.188,4.196000000000001,4.146,4.17,4.17,592500,0.049999999999999815,1.001910219675263
2010-10-26,4.16,4.374,4.102,4.272,4.272,3304500,0.2719999999999993,1.0514423076923076
2010-10-27,4.25,4.276,4.13,4.2,4.2,1782500,0.1459999999999999,1.0061176470588236
2010-10-28,4.2780000000000005,4.3,4.192,4.238,4.238,1121000,0.10799999999999964,1.0051425899953248
2010-10-29,4.228,4.37,4.21,4.368,4.368,1403000,0.16000000000000014,1.033585619678335
2010-11-01,4.388,4.55,4.262,4.282,4.282,2279000,0.28800000000000026,1.0369188696444849
2010-11-02,4.336,4.376,4.21,4.25,4.25,1612500,0.16600000000000034,1.0092250922509225
2010-11-03,4.256,4.5,4.232,4.354,4.354,1863000,0.2679999999999998,1.0573308270676691
2010-11-04,4.52,5.066,4.43,4.98,4.98,9370000,0.6360000000000001,1.1207964601769913
2010-11-05,4.974,4.994,4.744,4.888,4.888,5055000,0.25,1.0040209087253718
2010-11-08,4.9,5.0,4.806,4.996,4.996,2547500,0.19399999999999995,1.0204081632653061
2010-11-09,5.0,5.138,4.81,4.926,4.926,4782000,0.3280000000000003,1.0276
2010-11-10,4.896,5.994,4.81,5.872000000000001,5.872000000000001,15302500,1.1840000000000002,1.2242647058823528
2010-11-11,5.72,5.82,5.466,5.608,5.608,9726500,0.3540000000000001,1.0174825174825175
2010-11-12,5.65,6.1,5.614,5.968,5.968,13645500,0.4859999999999998,1.079646017699115
2010-11-15,6.044,6.587999999999999,6.044,6.16,6.16,13114500,0.5440000000000005,1.0900066181336863
2010-11-16,6.2,6.28,5.684,5.934,5.934,6738000,0.5960000000000001,1.0129032258064516
2010-11-17,6.04,6.15,5.722,5.898,5.898,3750000,0.428,1.0182119205298015
2010-11-18,6.1339999999999995,6.148,5.784,5.978,5.978,4780500,0.3639999999999999,1.002282360612977
2010-11-19,6.032,6.274,5.94,6.1979999999999995,6.1979999999999995,5752500,0.33399999999999963,1.0401193633952255
2010-11-22,6.314,6.69,6.3,6.68,6.68,7648500,0.39000000000000057,1.0595502058916693
2010-11-23,6.6579999999999995,7.136,6.438,6.914,6.914,7889000,0.6980000000000004,1.07179333133073
2010-11-24,7.053999999999999,7.194,6.8660000000000005,7.093999999999999,7.093999999999999,7125000,0.3280000000000003,1.0198468953785087
2010-11-26,7.12,7.2,6.95,7.064,7.064,1753000,0.25,1.0112359550561798
2010-11-29,7.082000000000001,7.19,6.666,6.8660000000000005,6.8660000000000005,5728000,0.524,1.015249929398475
2010-11-30,6.747999999999999,7.066,6.682,7.066,7.066,11113000,0.38399999999999945,1.0471250740960285
2010-12-01,7.1739999999999995,7.284,6.69,6.87,6.87,6496000,0.5939999999999994,1.0153331474770004
2010-12-02,6.8020000000000005,6.86,6.24,6.47,6.47,10035000,0.6200000000000001,1.0085269038518083
2010-12-03,6.402,6.45,6.1739999999999995,6.297999999999999,6.297999999999999,5800500,0.2759999999999998,1.0074976569821932
2010-12-06,6.27,6.29,5.912000000000001,6.062,6.062,6372000,0.3780000000000001,1.003189792663477
2010-12-07,6.098,6.48,6.01,6.312,6.312,6556500,0.4700000000000006,1.062643489668744
2010-12-08,6.496,6.497999999999999,6.303999999999999,6.474,6.474,3300000,0.19399999999999995,1.0003078817733988
2010-12-09,6.502000000000001,6.544,6.33,6.41,6.41,2030000,0.21399999999999952,1.006459550907413
2010-12-10,6.41,6.584,6.226,6.303999999999999,6.303999999999999,2147000,0.35799999999999965,1.0271450858034321
2010-12-13,6.327999999999999,6.354,6.08,6.11,6.11,2052000,0.27399999999999997,1.0041087231352719
2010-12-14,6.058,6.077999999999999,5.5520000000000005,5.706,5.706,8828500,0.5260000000000007,1.0033014196104324
2010-12-15,5.734,5.994,5.706,5.92,5.92,3714500,0.28799999999999937,1.0453435647017788
2010-12-16,6.0,6.182,5.93,6.162000000000001,6.162000000000001,3950500,0.2520000000000007,1.0303333333333333
2010-12-17,6.268,6.308,6.142,6.272,6.272,4065000,0.16599999999999948,1.0063816209317167
2010-12-20,6.327999999999999,6.438,6.252000000000001,6.34,6.34,2617000,0.18599999999999994,1.0173830594184576
2010-12-21,6.36,6.537999999999999,6.3420000000000005,6.452000000000001,6.452000000000001,3888500,0.19600000000000065,1.0279874213836477
2010-12-22,6.45,6.572,6.34,6.526,6.526,4166500,0.2320000000000002,1.0189147286821705
2010-12-23,6.252000000000001,6.496,5.984,6.018,6.018,7763000,0.5120000000000005,1.0390275111964171
2010-12-27,5.604,5.716,5.012,5.11,5.11,46509500,0.7040000000000006,1.0199857244825126
2010-12-28,5.17,5.35,5.0,5.282,5.282,20281500,0.34999999999999964,1.034816247582205
2010-12-29,5.406000000000001,5.602,5.3,5.546,5.546,16596000,0.3020000000000005,1.0362560118386976
2010-12-30,5.54,5.58,5.276,5.3,5.3,10205500,0.3040000000000003,1.0072202166064983
2010-12-31,5.314,5.45,5.3,5.3260000000000005,5.3260000000000005,7089500,0.15000000000000036,1.0255927738050432
2011-01-03,5.367999999999999,5.4,5.18,5.324,5.324,6415000,0.22000000000000064,1.0059612518628913
2011-01-04,5.332000000000001,5.39,5.204,5.334,5.334,5937000,0.18599999999999994,1.0108777194298573
2011-01-05,5.296,5.38,5.2379999999999995,5.3660000000000005,5.3660000000000005,7233500,0.14199999999999946,1.0158610271903323
2011-01-06,5.3660000000000005,5.6,5.362,5.5760000000000005,5.5760000000000005,10306000,0.23799999999999955,1.0436079016026834
2011-01-07,5.6,5.716,5.58,5.648,5.648,11239500,0.13600000000000012,1.020714285714286
2011-01-10,5.6339999999999995,5.736000000000001,5.61,5.69,5.69,6713500,0.12599999999999945,1.018104366347178
2011-01-11,5.718,5.742000000000001,5.3839999999999995,5.392,5.392,8551000,0.35799999999999965,1.0041972717733474
2011-01-12,5.402,5.48,5.303999999999999,5.392,5.392,4822000,0.17600000000000016,1.0144390966308776
2011-01-13,5.392,5.394,5.232,5.244,5.244,3618000,0.16199999999999992,1.0003709198813056
2011-01-14,5.23,5.316,5.122000000000001,5.15,5.15,5960000,0.19399999999999995,1.0164435946462713
2011-01-18,5.096,5.127999999999999,4.95,5.127999999999999,5.127999999999999,8108500,0.17799999999999996,1.0062794348508632
2011-01-19,5.053999999999999,5.093999999999999,4.75,4.806,4.806,11857500,0.3440000000000003,1.0079145231499802
2011-01-20,4.806,4.89,4.474,4.524,4.524,11399500,0.4159999999999995,1.0174781523096128
2011-01-21,4.624,4.718,4.542,4.6080000000000005,4.6080000000000005,6085000,0.17600000000000016,1.0203287197231834
2011-01-24,4.706,4.962,4.646,4.898,4.898,8225500,0.31599999999999984,1.054398640033999
2011-01-25,4.93,4.978,4.803999999999999,4.936,4.936,6357500,0.1739999999999995,1.0097363083164301
2011-01-26,4.942,4.976,4.82,4.95,4.95,5399500,0.1559999999999997,1.0068798057466612
2011-01-27,4.948,5.016,4.906000000000001,4.984,4.984,4478500,0.11000000000000032,1.0137429264349231
2011-01-28,4.976,4.976,4.75,4.802,4.802,5242000,0.226,1.0
2011-01-31,4.81,4.824,4.7,4.82,4.82,4151500,0.12399999999999968,1.002910602910603
2011-02-01,4.862,4.946000000000001,4.708,4.782,4.782,3539000,0.23799999999999955,1.0172768408062527
2011-02-02,4.832,4.836,4.734,4.788,4.788,2847500,0.10200000000000033,1.0008278145695366
2011-02-03,4.763999999999999,4.78,4.63,4.726,4.726,2560000,0.15000000000000036,1.0033585222502102
2011-02-04,4.688,4.734,4.644,4.692,4.692,2720000,0.08999999999999986,1.00981228668942
2011-02-07,4.652,4.652,4.5760000000000005,4.614,4.614,4475500,0.07600000000000051,1.0
2011-02-08,4.756,5.05,4.6,4.898,4.898,17524500,0.4500000000000002,1.061816652649285
2011-02-09,4.8260000000000005,4.836,4.558,4.6419999999999995,4.6419999999999995,13178000,0.2780000000000005,1.0020721094073766
2011-02-10,4.652,4.728,4.562,4.644,4.644,4180500,0.16599999999999948,1.0163370593293206
2011-02-11,4.65,4.75,4.588,4.65,4.65,3172500,0.16199999999999992,1.021505376344086
2011-02-14,4.728,4.828,4.61,4.6160000000000005,4.6160000000000005,6415500,0.218,1.0211505922165822
2011-02-15,4.602,4.6339999999999995,4.512,4.5680000000000005,4.5680000000000005,4768500,0.12200000000000075,1.0069534984789221
2011-02-16,4.62,4.994,4.614,4.946000000000001,4.946000000000001,20575500,0.3799999999999999,1.0809523809523809
2011-02-17,4.926,5.098,4.71,4.72,4.72,13092000,0.3879999999999999,1.0349167681688995
2011-02-18,4.666,4.698,4.592,4.636,4.636,11853500,0.10600000000000076,1.0068581225889413
2011-02-22,4.5760000000000005,4.6,4.356,4.374,4.374,10323000,0.24399999999999974,1.005244755244755
2011-02-23,4.436,4.5,4.2219999999999995,4.3660000000000005,4.3660000000000005,8028000,0.2779999999999996,1.0144274120829577
2011-02-24,4.356,4.516,4.3,4.506,4.506,5276500,0.2160000000000002,1.036730945821855
2011-02-25,4.562,4.77,4.538,4.7219999999999995,4.7219999999999995,6731500,0.2319999999999993,1.0455940377027617
2011-02-28,4.748,4.82,4.7,4.7780000000000005,4.7780000000000005,5256000,0.1200000000000001,1.0151642796967144
2011-03-01,4.81,4.864,4.74,4.788,4.788,5532000,0.12399999999999968,1.0112266112266113
2011-03-02,4.763999999999999,4.856,4.746,4.803999999999999,4.803999999999999,3316500,0.10999999999999943,1.019311502938707
2011-03-03,4.896,4.958,4.812,4.872,4.872,3201000,0.1459999999999999,1.0126633986928104
2011-03-04,4.896,4.998,4.756,4.99,4.99,7900500,0.242,1.0208333333333335
2011-03-07,4.986000000000001,5.08,4.94,4.988,4.988,10168000,0.13999999999999968,1.0188527878058562
2011-03-08,4.92,4.992,4.8,4.9319999999999995,4.9319999999999995,6999500,0.19200000000000014,1.0146341463414634
2011-03-09,4.9319999999999995,4.998,4.854,4.944,4.944,4624000,0.14400000000000013,1.01338199513382
2011-03-10,4.888,4.898,4.746,4.802,4.802,5085000,0.15199999999999925,1.0020458265139116
2011-03-11,4.77,4.85,4.706,4.814,4.814,4654000,0.14399999999999924,1.0167714884696017
2011-03-14,4.763999999999999,4.8,4.64,4.65,4.65,5830000,0.16000000000000014,1.0075566750629723
2011-03-15,4.44,4.592,4.36,4.59,4.59,6594000,0.2319999999999993,1.034234234234234
2011-03-16,4.572,4.65,4.538,4.564,4.564,5848500,0.1120000000000001,1.0170603674540684
2011-03-17,4.648,4.686,4.5280000000000005,4.562,4.562,4613000,0.15800000000000036,1.0081755593803787
2011-03-18,4.638,4.638,4.502,4.592,4.592,3439500,0.13600000000000012,1.0
2011-03-21,4.61,4.61,4.508,4.546,4.546,2058500,0.10200000000000033,1.0
2011-03-22,4.546,4.572,4.4,4.438,4.438,2914500,0.1719999999999997,1.0057193136823581
2011-03-23,4.422,4.454,4.354,4.442,4.442,2114000,0.09999999999999963,1.0072365445499774
2011-03-24,4.428,4.476,4.396,4.466,4.466,2311000,0.08000000000000007,1.010840108401084
2011-03-25,4.486000000000001,4.6,4.48,4.55,4.55,2840000,0.11999999999999922,1.0254123941150244
2011-03-28,4.54,4.708,4.51,4.65,4.65,5290500,0.1980000000000004,1.0370044052863436
2011-03-29,4.66,4.8,4.6419999999999995,4.784,4.784,3777000,0.15799999999999947,1.0300429184549356
2011-03-30,4.822,4.898,4.602,4.742,4.742,6116500,0.2959999999999994,1.0157610949813354
2011-03-31,5.31,5.742000000000001,5.3,5.55,5.55,57589000,0.44200000000000017,1.08135593220339
2011-04-01,5.49,5.636,5.314,5.332000000000001,5.332000000000001,14324000,0.3220000000000001,1.0265938069216758
2011-04-04,5.3660000000000005,5.4,5.046,5.166,5.166,13046500,0.3540000000000001,1.0063361908311592
2011-04-05,5.18,5.4,5.138,5.34,5.34,15904500,0.26200000000000045,1.0424710424710426
2011-04-06,5.398,5.402,5.16,5.297999999999999,5.297999999999999,6441500,0.242,1.0007410151908116
2011-04-07,5.37,5.587999999999999,5.29,5.4479999999999995,5.4479999999999995,14051500,0.29800000000000004,1.0405959031657355
2011-04-08,5.516,5.52,5.272,5.297999999999999,5.297999999999999,9732000,0.2479999999999993,1.0007251631617113
2011-04-11,5.294,5.306,5.004,5.053999999999999,5.053999999999999,6847000,0.3020000000000005,1.0022667170381565
2011-04-12,5.016,5.042,4.86,4.93,4.93,6787000,0.1819999999999995,1.0051834130781498
2011-04-13,5.026,5.138,4.962,4.986000000000001,4.986000000000001,6057500,0.17600000000000016,1.0222841225626742
2011-04-14,4.974,5.056,4.84,5.0280000000000005,5.0280000000000005,4917000,0.2160000000000002,1.016485725774025
2011-04-15,5.13,5.236000000000001,5.082,5.1160000000000005,5.1160000000000005,4717500,0.15399999999999991,1.0206627680311893
2011-04-18,5.026,5.124,4.872,5.006,5.006,5169500,0.2519999999999998,1.0194986072423398
2011-04-19,5.052,5.052,4.93,5.032,5.032,2743500,0.12199999999999987,1.0
2011-04-20,5.14,5.218,5.06,5.15,5.15,4186000,0.15800000000000036,1.0151750972762648
2011-04-21,5.17,5.396,5.118,5.348,5.348,6930500,0.2779999999999996,1.0437137330754351
2011-04-25,5.34,5.346,5.194,5.278,5.278,4004500,0.15200000000000016,1.001123595505618
2011-04-26,5.332000000000001,5.45,5.2620000000000005,5.386,5.386,7000000,0.1880000000000006,1.0221305326331582
2011-04-27,5.386,5.472,5.3260000000000005,5.416,5.416,4984500,0.1460000000000008,1.0159673226884516
2011-04-28,5.414,5.537999999999999,5.343999999999999,5.532,5.532,8000000,0.19399999999999995,1.0229035833025488
2011-04-29,5.537999999999999,5.574,5.484,5.52,5.52,3630000,0.08999999999999986,1.0065005417118094
2011-05-02,5.52,5.56,5.412000000000001,5.49,5.49,3923000,0.1479999999999997,1.0072463768115942
2011-05-03,5.476,5.478,5.3,5.374,5.374,4569500,0.17799999999999996,1.0003652300949597
2011-05-04,5.356,5.4,5.15,5.337999999999999,5.337999999999999,5222500,0.25,1.008215085884989
2011-05-05,5.44,5.4879999999999995,5.234,5.287999999999999,5.287999999999999,6092500,0.25400000000000045,1.0088235294117645
2011-05-06,5.38,5.54,5.324,5.4239999999999995,5.4239999999999995,4908500,0.2160000000000002,1.029739776951673
2011-05-09,5.4,5.6,5.37,5.582000000000001,5.582000000000001,4582000,0.22999999999999954,1.037037037037037
2011-05-10,5.648,5.79,5.582000000000001,5.666,5.666,7676500,0.20800000000000016,1.0251416430594902
2011-05-11,5.64,5.66,5.3839999999999995,5.414,5.414,4812500,0.2759999999999998,1.0035460992907803
2011-05-12,5.414,5.547999999999999,5.33,5.534,5.534,3140000,0.218,1.0247506464721092
2011-05-13,5.6,5.638,5.46,5.51,5.51,3307500,0.17799999999999996,1.0067857142857144
2011-05-16,5.598,5.598,5.31,5.32,5.32,3778500,0.28800000000000026,1.0
2011-05-17,5.4,5.4,5.144,5.192,5.192,6171000,0.2560000000000002,1.0
2011-05-18,5.22,5.294,5.104,5.27,5.27,3647500,0.1899999999999995,1.014176245210728
2011-05-19,5.406000000000001,5.688,5.32,5.64,5.64,13275500,0.3679999999999993,1.0521642619311875
2011-05-20,5.652,5.656000000000001,5.47,5.593999999999999,5.593999999999999,4212500,0.18599999999999994,1.0007077140835103
2011-05-23,5.524,5.524,5.324,5.364,5.364,4318000,0.20000000000000015,1.0
2011-05-24,5.404,5.5,5.32,5.343999999999999,5.343999999999999,3068500,0.17999999999999972,1.0177646188008882
2011-05-25,5.38,5.8020000000000005,5.234,5.796,5.796,23465500,0.5679999999999996,1.0784386617100372
2011-05-26,5.763999999999999,5.952000000000001,5.62,5.896,5.896,16684500,0.33199999999999985,1.0326162387231093
2011-05-27,5.9079999999999995,5.934,5.763999999999999,5.91,5.91,8435500,0.16999999999999993,1.0044008124576846
2011-05-31,5.938,6.056,5.91,6.028,6.028,16452500,0.1459999999999999,1.01987201077804
2011-06-01,6.0,6.02,5.676,5.704,5.704,7649500,0.3439999999999994,1.0033333333333332
2011-06-02,5.704,5.864,5.702000000000001,5.752000000000001,5.752000000000001,4931500,0.16199999999999992,1.0280504908835906
2011-06-03,5.99,6.3,5.9,6.026,6.026,31046000,0.39999999999999947,1.0517529215358932
2011-06-06,6.02,6.026,5.652,5.74,5.74,11655500,0.3739999999999997,1.0009966777408639
2011-06-07,5.787999999999999,5.877999999999999,5.652,5.6739999999999995,5.6739999999999995,6110500,0.226,1.0155494125777471
2011-06-08,5.688,5.72,5.404,5.4239999999999995,5.4239999999999995,8479500,0.31599999999999984,1.0056258790436006
2011-06-09,5.486000000000001,5.62,5.42,5.524,5.524,8016000,0.20000000000000015,1.0244258111556688
2011-06-10,5.504,5.66,5.47,5.572,5.572,7833000,0.1900000000000004,1.0283430232558142
2011-06-13,5.614,5.776,5.5760000000000005,5.686,5.686,8567000,0.20000000000000015,1.0288564303526897
2011-06-14,5.707999999999999,5.94,5.704,5.72,5.72,7867000,0.23600000000000065,1.0406447091800983
2011-06-15,5.688,5.69,5.414,5.4639999999999995,5.4639999999999995,6725000,0.2760000000000007,1.0003516174402252
2011-06-16,5.534,5.6,5.148,5.3,5.3,9211000,0.452,1.0119262739428985
2011-06-17,5.374,5.54,5.228,5.3,5.3,8570000,0.3120000000000003,1.0308894678079643
2011-06-20,5.257999999999999,5.292000000000001,5.1,5.202000000000001,5.202000000000001,7689000,0.19200000000000014,1.0064663370102704
2011-06-21,5.247999999999999,5.546,5.2,5.506,5.506,7480000,0.3460000000000001,1.056783536585366
2011-06-22,5.474,5.65,5.42,5.442,5.442,7378000,0.23000000000000045,1.032151991231275
2011-06-23,5.44,5.544,5.242000000000001,5.542000000000001,5.542000000000001,5850000,0.3019999999999996,1.0191176470588235
2011-06-24,5.528,5.593999999999999,5.452000000000001,5.513999999999999,5.513999999999999,18042500,0.14200000000000035,1.0119392185238785
2011-06-27,5.546,5.656000000000001,5.462000000000001,5.492000000000001,5.492000000000001,9047000,0.19399999999999995,1.019834114677245
2011-06-28,5.558,5.65,5.534,5.622000000000001,5.622000000000001,4446000,0.11600000000000055,1.016552716804606
2011-06-29,5.7,5.818,5.614,5.6579999999999995,5.6579999999999995,7309000,0.20399999999999974,1.0207017543859649
2011-06-30,5.7,5.8660000000000005,5.68,5.8260000000000005,5.8260000000000005,4733500,0.18599999999999994,1.029122807017544
2011-07-01,5.814,5.92,5.76,5.803999999999999,5.803999999999999,4274500,0.16000000000000014,1.018231854145167
2011-07-05,5.803999999999999,5.904,5.742000000000001,5.827999999999999,5.827999999999999,4980000,0.16199999999999992,1.0172294968986906
2011-07-06,5.827999999999999,5.827999999999999,5.71,5.792000000000001,5.792000000000001,4634500,0.11800000000000033,1.0
2011-07-07,5.827999999999999,6.0,5.8020000000000005,5.946000000000001,5.946000000000001,6639500,0.1980000000000004,1.0295126973232671
2011-07-08,5.978,5.978,5.718,5.7620000000000005,5.7620000000000005,6203000,0.2599999999999998,1.0
2011-07-11,5.68,5.706,5.6,5.67,5.67,4879000,0.10600000000000076,1.0045774647887324
2011-07-12,5.6739999999999995,5.818,5.6,5.6339999999999995,5.6339999999999995,5227000,0.218,1.0253789213958406
2011-07-13,5.686,5.806,5.58,5.728,5.728,5330000,0.226,1.0211044671122054
2011-07-14,5.706,5.792000000000001,5.45,5.522,5.522,5795000,0.34199999999999964,1.0150718541885735
2011-07-15,5.558,5.566,5.48,5.516,5.516,3545000,0.08599999999999941,1.0014393666786614
2011-07-18,5.468,5.49,5.3260000000000005,5.446000000000001,5.446000000000001,4259500,0.1640000000000006,1.0040234089246525
